year,student_ID,MCQ_A,MCQ_B,MCQ_C,MCQ_D,MCQ_E,Exam,Attended_prac
2023,NA,85,71.08333,65,76,70,71.2666,NO_OSstudent
2023,NA,65,66.5,80,58,75,61.3336,NO_OSstudent
2023,NA,55,56.33333,60,70,55,71.0002,NO_OSstudent
2023,NA,45,60.66666,75,72,90,68.3334,YES
2023,NA,85,86.5,85,76,80,65.5,NO_OSstudent
2023,NA,0,0,0,0,0,0,NO_OSstudent
2023,NA,62.5,56.75,85,70,70,73.3332,NO_OSstudent
2023,NA,60,43.16666,55,80,75,64.3334,NO_OSstudent
2023,NA,82.5,66.25,90,80,85,80.3334,YES
2023,NA,60,65.75,55,60,55,62.6668,YES
2023,NA,85,48.08333,70,100,60,63.0002,NO
2023,NA,80,69.75,70,70,75,71.3334,NO
2023,NA,80,61.5,80,60,65,73,NO_OSstudent
2023,NA,97.5,67.83333,90,90,85,78.6668,NO_OSstudent
2023,NA,87.5,82,75,70,100,84.6666,YES
2023,NA,67.5,62,80,58,40,65.1664,NO
2023,NA,90,91.75,90,90,85,89,NO_OSstudent
2023,NA,82.5,92,80,90,85,80.3668,YES
2023,NA,55,61.5,70,66,65,66.8334,NO_OSstudent
2023,NA,90,76.75,80,76,85,82.5002,NO_OSstudent
2023,NA,52.5,57,75,78,75,72.1668,NO_OSstudent
2023,NA,60,34.41666,75,50,70,75,YES
2023,NA,65,62.25,90,80,75,75.1666,NO_OSstudent
2023,NA,70,50.83333,75,50,75,58,YES
2023,NA,80,65.33333,95,40,75,70.8334,NO_OSstudent
2023,NA,97.5,78.83333,85,80,85,71.5,NO_OSstudent
2023,NA,65,55.41666,45,34,55,72.8336,YES
2023,NA,65,60.75,80,70,80,56.8334,YES
2023,NA,82.5,79.25,75,80,95,81.5,YES
2023,NA,90,73.16666,85,66,75,73.8334,YES
2023,NA,80,80.33333,80,70,80,83.6666,NO_OSstudent
2023,NA,80,55.66666,0,66,80,68.3332,NO_OSstudent
2023,NA,57.5,59.91666,70,40,70,69.6668,NO_OSstudent
2023,NA,75,81,90,80,75,76.1668,NO_OSstudent
2023,NA,77.5,75.5,85,80,80,72.5,YES
2023,NA,70,59.75,65,60,80,67.3332,NO_OSstudent
2023,NA,90,65.83333,80,80,75,85,YES
2023,NA,67.5,67.91666,55,70,75,61.8334,NO_OSstudent
2023,NA,80,49,75,74,80,74,NO_OSstudent
2023,NA,70,76.25,100,80,90,79,NO_OSstudent
2023,NA,95,64.5,75,70,90,76.5002,NO_OSstudent
2023,NA,77.5,57.5,75,60,80,70.4334,NO_OSstudent
2023,NA,90,85.75,90,80,85,87.1666,YES
2023,NA,90,64.5,75,86,100,83,YES
2023,NA,70,47.08333,50,44,70,81.5,NO
2023,NA,85,53.66666,90,46,55,70.5002,NO_OSstudent
2023,NA,85,59.75,90,80,85,81.1668,YES
2023,NA,0,60.75,95,90,60,49.6,NO_OSstudent
2023,NA,95,72.33333,75,64,90,76.8334,NO_OSstudent
2023,NA,77.5,60.25,75,60,80,78.7668,NO
2023,NA,90,59.33333,90,80,80,76.8334,YES
2023,NA,80,63.25,80,60,75,82.3334,YES
2023,NA,25,32.41666,20,20,0,36.6664,NO_OSstudent
2023,NA,80,51.25,90,90,85,89,YES
2023,NA,87.5,45.91666,85,70,65,69,YES
2023,NA,80,74.08333,80,100,85,85,YES
2023,NA,80,58.75,90,70,55,72.8334,NO_OSstudent
2023,NA,80,53.08333,80,80,65,71.1666,NO_OSstudent
2023,NA,75,47.33333,80,70,85,69.6668,YES
2023,NA,60,76.41666,70,54,70,71.3334,YES
2023,NA,80,59.25,80,46,50,61,YES
2023,NA,65,58.75,70,60,65,60.6668,YES
2023,NA,67.5,60.25,70,42,75,83.3334,YES
2023,NA,40,0,0,80,0,0,NO_OSstudent
2023,NA,90,63.25,80,0,75,64,NO
2023,NA,80,52.5,80,56,50,64.1668,NO_OSstudent
2023,NA,85,81,85,60,75,82.1666,NO_OSstudent
2023,NA,77.5,48.08333,85,90,70,79.5,YES
2023,NA,60,52.83333,80,60,75,65,NO_OSstudent
2023,NA,90,82.5,80,90,80,71.8334,NO_OSstudent
2023,NA,82.5,63.08333,80,0,0,0,NO_OSstudent
2023,NA,92.5,66.25,90,70,65,75.6666,NO_OSstudent
2023,NA,40,72.41666,95,66,95,82,YES
2023,NA,85,76.75,95,70,95,82.2668,YES
2023,NA,75,56.83333,80,56,65,67.7,NO_OSstudent
2023,NA,40,39.83333,30,62,0,58.8,NO
2023,NA,100,82,85,100,75,74.3334,NO_OSstudent
2023,NA,80,69.08333,90,70,80,76.2668,NO_OSstudent
2023,NA,82.5,39.75,70,40,55,66.3666,YES
2023,NA,50,47.33333,40,80,60,53.6666,YES
2023,NA,62.5,40.25,70,36,85,76,YES
2023,NA,85,78.91666,80,90,75,78.1668,YES
2023,NA,50,17.33333,35,12,40,42.6666,NO
2023,NA,75,70.08333,100,70,75,70.6666,YES
2023,NA,85,53.83333,40,42,80,74.1668,YES
2023,NA,80,62.83333,85,76,85,72.0998,NO_OSstudent
2023,NA,67.5,59.91666,70,56,85,59.1666,NO_OSstudent
2023,NA,82.5,74,75,80,65,62.3332,NO_OSstudent
2023,NA,82.5,72,85,86,70,70.1666,NO_OSstudent
2023,NA,35,20.75,85,80,75,71,NO_OSstudent
2023,NA,90,65.75,85,80,75,73.5,YES
2023,NA,70,56,85,74,80,68.1668,YES
2023,NA,90,63.33333,95,80,90,77.1668,YES
2023,NA,85,81.25,90,60,85,73.3334,NO_OSstudent
2023,NA,60,50,70,30,55,55.6666,NO
2023,NA,77.5,48.83333,75,60,85,81.3334,NO_OSstudent
2023,NA,90,50.83333,85,68,90,74.4334,NO_OSstudent
2023,NA,82.5,74.5,95,90,85,73.1668,NO_OSstudent
2023,NA,0,35.16666,65,80,60,59.3332,YES
2023,NA,90,82,80,36,70,81.3334,YES
2023,NA,70,64.5,75,90,70,64.3334,NO_OSstudent
2023,NA,65,40.66666,90,70,65,64.1666,NO_OSstudent
2023,NA,65,44.5,80,30,55,76.5002,NO_OSstudent
2023,NA,85,50.66666,65,80,70,67.1668,YES
2023,NA,55,46.08333,70,76,75,59.3334,YES
2023,NA,95,78.5,90,90,95,83.1668,NO_OSstudent
2023,NA,92.5,66,65,56,55,69.6666,YES
2023,NA,75,64.66666,85,64,70,67.1668,YES
2023,NA,95,78.66666,70,100,90,75.4334,YES
2023,NA,80,62.25,85,70,70,61.6666,YES
2023,NA,65,0,50,44,30,60.3334,YES
2023,NA,75,45.33333,85,60,80,76.3334,NO_OSstudent
2023,NA,75,50.58333,50,46,70,59.7334,NO
2023,NA,57.5,56.25,80,76,100,0,YES
2023,NA,70,89,60,100,90,76.3334,YES
2023,NA,60,56.33333,75,70,55,63.8334,NO_OSstudent
2023,NA,40,43.25,60,46,70,62.1668,YES
2023,NA,92.5,87.75,95,90,85,92.6668,YES
2023,NA,100,57.58333,90,80,85,83.1666,YES
2023,NA,87.5,79.33333,75,100,90,83.0002,YES
2023,NA,45,37.5,70,64,55,59.6668,NO
2023,NA,45,52,100,80,75,67.5,NO_OSstudent
2023,NA,95,67.5,85,90,70,73.8334,NO_OSstudent
2023,NA,95,72.75,100,90,90,85,YES
2023,NA,72.5,54.75,75,90,95,69.3334,NO_OSstudent
2023,NA,90,72.41666,85,70,75,75.3334,NO_OSstudent
2023,NA,70,41.91666,0,42,75,53.6666,NO_OSstudent
2023,NA,95,93.25,80,60,75,87.1668,YES
2023,NA,60,70.75,65,50,75,68,NO_OSstudent
2023,NA,77.5,65.58333,75,80,80,72.9998,YES
2023,NA,85,65.66666,80,70,75,80.3336,YES
2023,NA,80,74.25,85,90,85,81.6668,YES
2023,NA,90,76.5,80,86,80,81,NO_OSstudent
2023,NA,80,63.75,80,80,75,76.6666,NO
2023,NA,70,59.75,85,80,80,74.6666,YES
2023,NA,65,55.25,95,96,70,62.3332,YES
2023,NA,60,64.58333,75,90,75,83.6002,NO_OSstudent
2023,NA,82.5,59.91666,85,70,75,74.3334,NO_OSstudent
2023,NA,72.5,64.75,80,80,70,74,YES
2023,NA,55,61.25,70,66,65,74.2666,YES
2023,NA,75,55.08333,85,62,60,60.1666,NO_OSstudent
2023,NA,70,72.5,75,76,85,77.9334,YES
2023,NA,100,88,90,90,90,90.5,YES
2023,NA,60,45.66666,75,80,85,67.3332,YES
2023,NA,47.5,40.5,85,68,60,50.8666,YES
2023,NA,92.5,62.75,90,80,70,76.6668,NO_OSstudent
2023,NA,85,58.91666,90,60,80,70.3334,NO_OSstudent
2023,NA,55,46.41666,60,50,85,66.9998,NO_OSstudent
2023,NA,42.5,35.58333,0,0,0,46.6666,NO_OSstudent
2023,NA,95,76.75,95,62,80,85,NO_OSstudent
2023,NA,90,83.5,90,90,95,84.3334,NO_OSstudent
2023,NA,80,63.58333,85,50,70,73.8334,YES
2023,NA,67.5,58.5,60,54,60,64.6668,NO_OSstudent
2023,NA,100,69.08333,90,100,95,84.5002,NO_OSstudent
2023,NA,90,79.25,85,70,90,91.8334,YES
2023,NA,40,57.75,75,82,80,76.8334,YES
2023,NA,80,72.33333,80,60,75,0,NO_OSstudent
2023,NA,75,39,75,56,75,69.1668,YES
2023,NA,65,49.16666,80,70,60,67.3334,YES
2023,NA,75,64.33333,80,80,85,79.0002,NO_OSstudent
2023,NA,80,0,90,54,80,0,NO
2023,NA,50,54,90,70,75,66.6666,NO
2023,NA,100,82.58333,85,100,95,91.6666,NO_OSstudent
2023,NA,70,65.75,80,90,0,71.0002,YES
2023,NA,85,94.25,90,76,90,82.5002,NO_OSstudent
2023,NA,85,54.25,80,70,55,59.9334,NO_OSstudent
2023,NA,80,62.66666,70,80,75,53.1668,YES
2023,NA,100,85.75,95,100,100,90.5,YES
2023,NA,62.5,0,75,42,90,76.5336,YES
2023,NA,90,63.25,85,90,70,75,YES
2023,NA,85,45.33333,0,90,0,65.6334,NO
2023,NA,60,62.25,75,56,95,64.6668,NO_OSstudent
2023,NA,62.5,59.83333,60,66,60,59.9334,NO_OSstudent
2023,NA,72.5,61.58333,85,80,65,67.6668,NO
2023,NA,65,0,75,0,0,48.6668,YES
2023,NA,80,62.75,100,70,95,73.3334,NO
2023,NA,95,74.5,75,90,85,86.3334,YES
2023,NA,80,72.66666,95,90,70,78.1668,NO_OSstudent
2023,NA,30,51.16666,75,54,60,62.6666,NO
2023,NA,35,35.91666,30,66,60,62.1002,YES
2023,NA,87.5,84.08333,85,66,90,83.5,NO_OSstudent
2023,NA,80,59.33333,85,70,65,72.0002,NO_OSstudent
2023,NA,92.5,55.25,75,80,90,74,YES
2023,NA,85,73.83333,80,80,100,77.3334,YES
2023,NA,65,49,75,36,55,53.1666,NO
2023,NA,80,76.33333,75,80,85,77.1668,NO
2023,NA,80,61.75,80,76,85,63.2668,YES
2023,NA,0,0,0,0,0,0,NO_OSstudent
2023,NA,75,65.33333,85,80,90,72.8336,YES
2023,NA,67.5,47.66666,85,80,50,82.8334,NO_OSstudent
2023,NA,75,81,85,76,85,84.1668,NO_OSstudent
2023,NA,90,53.16666,70,60,65,57.0334,NO_OSstudent
2023,NA,85,65.75,100,90,85,73.5,NO_OSstudent
2023,NA,85,54.41666,80,50,75,79.6666,NO_OSstudent
2023,NA,70,57.75,75,80,80,77.1666,YES
2023,NA,80,76.08333,95,80,80,63.6002,NO_OSstudent
2023,NA,50,44.58333,35,22,15,66.5,NO_OSstudent
2023,NA,0,0,0,0,0,0,NO_OSstudent
2023,NA,80,66,65,70,85,70.3334,NO_OSstudent
2023,NA,20,24.25,60,22,55,41.1334,YES
2023,NA,87.5,60.75,90,90,85,78,YES
2023,NA,65,57.25,75,74,70,72.4998,NO_OSstudent
2023,NA,87.5,69.25,80,56,70,82.6666,NO_OSstudent
2023,NA,60,45,0,60,80,66.0002,NO
2023,NA,90,55.66666,80,70,70,79,NO_OSstudent
2023,NA,30,12.25,0,60,75,68.3334,NO_OSstudent
2023,NA,70,49.08333,75,56,60,65.1668,YES
2023,NA,90,76.75,90,90,90,89.0002,NO_OSstudent
2023,NA,60,49.5,60,54,50,75.3334,NO_OSstudent
2023,NA,100,81.58333,95,88,75,82.5,YES
2023,NA,72.5,72,80,66,75,80.8334,NO_OSstudent
2023,NA,85,54.33333,65,60,50,63.4334,YES
2023,NA,50,50.83333,70,54,70,75.0002,NO_OSstudent
2023,NA,50,0,0,74,55,71.0002,NO_OSstudent
2023,NA,72.5,70.33333,90,90,80,78.8334,YES
2023,NA,82.5,61.41666,95,90,95,80.6666,NO_OSstudent
2023,NA,82.5,51.58333,80,62,65,65.6334,YES
2023,NA,77.5,65.41666,85,56,75,69.5,YES
2023,NA,80,55.5,70,66,85,64.3334,YES
2023,NA,92.5,71.58333,65,62,75,56.8334,YES
2023,NA,70,47.25,80,60,75,66.1666,YES
2023,NA,97.5,74.5,70,80,75,83.3334,YES
2023,NA,77.5,57.5,85,76,75,76.0002,YES
2023,NA,100,71.5,80,80,75,90.8332,YES
2023,NA,67.5,53.58333,90,100,70,55.9334,NO
2023,NA,97.5,59.33333,85,100,65,80.3334,YES
2023,NA,77.5,72.25,80,46,85,74.1668,NO_OSstudent
2023,NA,95,56.75,65,74,75,48.6668,YES
2023,NA,92.5,67.25,95,84,75,74.0334,NO_OSstudent
2023,NA,45,48.08333,85,70,95,73.6668,NO_OSstudent
2023,NA,72.5,71.91666,90,52,65,67,NO_OSstudent
2023,NA,65,55.16666,75,66,65,74.4334,YES
2023,NA,75,0,90,80,0,76.5002,NO_OSstudent
2023,NA,95,95.5,85,80,95,89.3334,YES
2023,NA,80,72.33333,85,70,60,77.1,NO_OSstudent
2023,NA,50,49.33333,75,66,85,76.1668,NO_OSstudent
2023,NA,65,36.08333,85,76,60,63.8336,NO_OSstudent
2023,NA,90,73.75,70,86,90,73.2666,NO_OSstudent
2023,NA,55,57.58333,75,70,65,81.8334,NO_OSstudent
2023,NA,92.5,55.41666,80,80,65,75.5,NO_OSstudent
2023,NA,75,71,85,60,70,61.6668,YES
2023,NA,80,66.08333,100,80,60,82.8334,YES
2023,NA,65,73.75,60,50,65,68,NO_OSstudent
2023,NA,75,49.58333,75,60,75,68,YES
2023,NA,95,66.33333,90,90,75,80.8334,NO_OSstudent
2023,NA,90,64.33333,75,80,85,83.1668,NO_OSstudent
2023,NA,77.5,56.66666,75,80,75,76.5002,YES
2023,NA,80,51.91666,95,90,65,75.6668,NO
2023,NA,70,82.75,90,90,80,66.4334,NO_OSstudent
2023,NA,100,79.75,85,80,75,76.4998,YES
2023,NA,90,61,50,50,80,71.5,NO_OSstudent
2023,NA,72.5,54.58333,75,66,85,63,YES
2023,NA,85,71.08333,80,90,85,75.3336,NO_OSstudent
2023,NA,75,50.91666,90,70,70,68.3334,YES
2023,NA,85,78.08333,70,60,80,61.1666,NO_OSstudent
2023,NA,30,35.08333,25,NA,45,77.8334,NO
2023,NA,95,88,95,80,90,91.3334,YES
2023,NA,75,87.33333,85,80,80,80.0002,YES
2023,NA,65,47.91666,85,70,65,74.6666,NO_OSstudent
2023,NA,85,71.33333,85,90,90,77,NO_OSstudent
2023,NA,75,59.91666,90,90,50,65.0002,NO_OSstudent
2023,NA,82.5,58.58333,80,76,70,64.6666,NO_OSstudent
2023,NA,82.5,74.75,75,100,70,0,NO_OSstudent
2023,NA,100,90.75,75,80,80,84.3334,YES
2023,NA,82.5,71.83333,80,70,65,75,YES
2023,NA,80,76.5,85,76,80,82.5002,NO
2023,NA,85,75.33333,85,86,80,77.8334,NO_OSstudent
2023,NA,65,69.75,65,56,65,52.0668,NO_OSstudent
2023,NA,85,75,80,70,80,85.7668,YES
2023,NA,70,77,75,60,65,57.3334,YES
2023,NA,70,0,0,0,55,66.0002,YES
2023,NA,85,72.75,90,58,70,72.6668,YES
2023,NA,75,56.41666,75,90,90,66.3334,YES
2023,NA,92.5,68.08333,90,80,80,67.3334,YES
2023,NA,75,44.5,70,40,75,74.6666,NO_OSstudent
2023,NA,90,59.91666,70,76,70,68.7668,YES
2023,NA,75,67.83333,65,70,80,70.6666,NO_OSstudent
2023,NA,70,44,70,30,45,67,NO
2023,NA,60,27.41666,55,60,50,57.3336,YES
2023,NA,80,60.5,85,80,65,72.7668,YES
2023,NA,90,75,80,80,95,82.5,YES
2023,NA,40,58.41666,60,66,55,68,YES
2023,NA,70,65.58333,85,40,75,73.0334,NO_OSstudent
2023,NA,95,81.83333,85,100,NA,NA,NO_OSstudent
2023,NA,70,74.25,85,86,90,69.6668,NO_OSstudent
2023,NA,60,53.08333,65,0,65,66.0002,NO
2023,NA,90,77.75,85,56,80,62.1668,YES
2023,NA,90,64.83333,80,90,80,76.2666,YES
2023,NA,60,0,0,0,0,38.1668,YES
2023,NA,80,69.83333,80,70,75,74.6668,YES
2023,NA,55,68.83333,75,60,70,64.8332,YES
2023,NA,42.5,56.41666,75,80,65,77.6668,NO_OSstudent
2023,NA,67.5,55.75,70,50,55,57.5,NO
2023,NA,50,64,70,70,60,62.7002,YES
2023,NA,67.5,50.58333,55,44,0,46.3336,NO_OSstudent
2023,NA,82.5,55.83333,80,74,75,68.3332,YES
2023,NA,70,56.16666,65,80,75,58.1,YES
2023,NA,67.5,64.75,75,80,0,66.7668,YES
2023,NA,80,55.58333,80,90,85,69.5,YES
2023,NA,80,59.5,90,70,75,78.8334,NO_OSstudent
2023,NA,65,67.66666,85,48,70,72.3332,YES
2023,NA,77.5,45.08333,95,66,80,70.4998,NO_OSstudent
2023,NA,90,40.58333,90,76,70,71.1668,NO_OSstudent
2023,NA,80,57.75,75,40,60,71.6668,YES
2023,NA,57.5,60,75,80,80,69.1668,YES
2023,NA,90,79.75,90,90,90,83.6668,NO_OSstudent
2023,NA,72.5,67.08333,75,80,40,61.6668,NO_OSstudent
2023,NA,90,67.25,75,80,75,82.8332,NO_OSstudent
2023,NA,75,54.66666,70,60,80,74.1666,NO_OSstudent
2023,NA,85,50.25,90,70,90,65.8334,NO_OSstudent
2023,NA,82.5,60,90,100,95,0,YES
2023,NA,62.5,45.16666,70,48,70,63.6666,NO_OSstudent
2023,NA,77.5,64.5,65,70,70,74.5,NO
2023,NA,95,68.75,90,70,85,67.8334,NO_OSstudent
2023,NA,70,0,0,0,0,0,NO
2023,NA,77.5,61.25,80,90,80,65.6666,YES
2023,NA,35,39.08333,70,80,70,32.9332,YES
2023,NA,92.5,77.5,80,80,75,0,YES
2023,NA,75,77,60,60,85,68.3334,YES
2023,NA,70,83.75,75,70,75,72.8334,YES
2023,NA,75,74,85,76,90,80.0002,NO_OSstudent
2023,NA,90,57.5,55,56,60,57.4,NO_OSstudent
2023,NA,75,57.33333,80,46,50,70.8332,NO_OSstudent
2023,NA,80,69.41666,65,86,65,61.9998,NO_OSstudent
2023,NA,80,57.33333,85,70,70,82.2668,NO_OSstudent
2023,NA,90,63.75,80,90,70,79.3334,YES
2023,NA,70,70.25,70,56,75,79.3332,NO_OSstudent
2023,NA,100,84,90,90,85,95,NO_OSstudent
2023,NA,70,54.75,75,66,75,74.3334,YES
2023,NA,82.5,72,65,0,90,81.8334,YES
2023,NA,70,67.91666,80,46,75,58.3334,YES
2023,NA,75,49.41666,75,0,35,67.3334,NO_OSstudent
2023,NA,92.5,88.75,95,90,85,81.8334,YES
2023,NA,77.5,66.5,80,60,65,58.0998,NO_OSstudent
2023,NA,82.5,84,80,70,80,67.1668,YES
2023,NA,90,78.25,95,90,80,81.6666,NO_OSstudent
2023,NA,50,53.83333,80,70,70,71.5,NO_OSstudent
2023,NA,95,87.25,75,100,85,80.5,NO_OSstudent
2023,NA,65,71.08333,75,90,70,52.5,YES
2023,NA,90,74.5,70,76,85,86.3334,YES
2023,NA,82.5,54.58333,70,80,75,74.6668,YES
2023,NA,85,74.5,85,68,90,71.8334,YES
2023,NA,80,67,45,56,75,73,NO_OSstudent
2023,NA,90,76.75,95,42,80,63.3334,NO_OSstudent
2023,NA,40,65.08333,85,90,80,79,YES
2023,NA,60,51.33333,40,26,35,51.6,NO_OSstudent
2023,NA,100,61.75,90,70,90,82.3334,YES
2023,NA,90,68.08333,70,56,75,70.6668,NO_OSstudent
2023,NA,92.5,67.41666,80,46,80,63.8332,YES
2023,NA,70,45.91666,0,0,0,72.1666,NO_OSstudent
2023,NA,40,74.5,60,62,75,67.6,YES
2023,NA,75,69.41666,85,90,80,64.6668,NO_OSstudent
2023,NA,100,75.08333,80,50,85,69.8334,NO_OSstudent
2023,NA,80,55.5,95,40,90,70.5,NO_OSstudent
2023,NA,85,68.25,85,80,90,77.6666,NO_OSstudent
2023,NA,70,44.91666,70,64,70,49.7664,NO_OSstudent
2023,NA,75,69.91666,90,80,70,61.8334,YES
2023,NA,95,80,85,100,75,90.6668,NO_OSstudent
2023,NA,77.5,65.58333,80,60,85,66.8334,YES
2023,NA,87.5,68.5,95,70,75,86.3334,YES
2023,NA,85,71.75,95,90,90,85.7664,YES
2023,NA,80,74.5,80,66,70,69.5002,YES
2023,NA,75,49.5,75,90,80,77.3336,YES
2023,NA,80,58.5,65,76,65,76.5002,YES
2023,NA,75,62.83333,90,90,0,32.1668,NO
2023,NA,92.5,68.5,80,70,85,75.3334,YES
2023,NA,40,51.75,90,90,70,75.1666,NO_OSstudent
2023,NA,85,71.75,65,50,65,68.8332,NO_OSstudent
2023,NA,75,41.75,75,36,60,68.5002,NO
2023,NA,67.5,56.91666,70,36,70,54.5,NO
2023,NA,65,64.33333,80,80,60,67.9998,YES
2023,NA,80,80.33333,75,90,75,76.6668,NO_OSstudent
2023,NA,95,71.5,75,76,75,67.1668,YES
2023,NA,95,63.25,85,90,70,70.5,NO
2023,NA,97.5,82.5,70,90,100,84.3334,NO_OSstudent
2023,NA,75,53.25,85,70,85,66.3334,YES
2023,NA,72.5,33.41666,0,0,55,0,NO
2023,NA,75,49.33333,60,46,60,58.1664,YES
2023,NA,80,57.66666,80,66,70,58.3334,YES
2023,NA,90,54.08333,70,100,80,67,YES
2023,NA,65,61.25,75,80,70,72.8332,NO_OSstudent
2023,NA,95,66.75,90,90,90,77.8334,YES
2023,NA,70,47.83333,75,70,65,0,YES
2023,NA,72.5,66,80,80,75,74.8334,YES
2023,NA,72.5,61.75,80,60,70,68.4334,YES
2023,NA,85,86.5,80,60,80,70.1668,NO_OSstudent
2023,NA,97.5,43,90,0,65,79.5002,NO
2023,NA,85,62.5,90,76,75,79.5,NO_OSstudent
2023,NA,70,60.83333,75,90,80,79.5,NO
2023,NA,60,40.66666,70,60,85,62.8334,NO_OSstudent
2023,NA,80,46.16666,85,90,85,75.8334,YES
2023,NA,60,62.91666,85,60,65,62.8334,YES
2023,NA,70,47.75,85,80,65,62.1666,NO_OSstudent
2023,NA,70,55.33333,70,80,70,69.6668,NO_OSstudent
2023,NA,85,86.5,90,80,80,85,NO_OSstudent
2023,NA,90,82.5,95,90,90,64,NO_OSstudent
2023,NA,57.5,46,75,86,60,60.6668,NO_OSstudent
2023,NA,55,47.83333,95,70,85,62.6668,YES
2023,NA,82.5,65.75,80,74,85,72.3334,YES
2023,NA,75,59.5,70,34,70,76.3334,YES
2023,NA,75,47.66666,70,66,50,67.9334,YES
2023,NA,70,0,80,96,0,71.1668,YES
2023,NA,70,64,75,0,90,64.8334,NO
2023,NA,65,68,70,70,55,84.8334,NO_OSstudent
2023,NA,60,60.25,80,70,65,71.1668,YES
2023,NA,85,58.5,65,40,70,75.5002,NO_OSstudent
2023,NA,100,98,90,100,100,88.1,YES
