year,student_ID,MCQ_A,MCQ_B,MCQ_C,MCQ_D,MCQ_E,Exam,Attended_prac
2023,NA,75,53.58333,80,80,80,57.5998,NO_OSstudent
2023,NA,77.5,69.33333,75,70,65,69.6666,NO_OSstudent
2023,NA,0,83.33333,0,0,0,71.1664,NO_OSstudent
2023,NA,80,67.75,75,76,85,78.3334,NO_OSstudent
2023,NA,65,55.5,90,72,75,0,YES
2023,NA,82.5,70.5,80,100,80,77.1666,YES
2023,NA,72.5,60.25,85,90,90,77,NO_OSstudent
2023,NA,95,76.08333,85,90,90,88.7666,YES
2023,NA,62.5,55.58333,0,54,60,21.5666,NO_OSstudent
2023,NA,85,67.75,95,70,75,83,YES
2023,NA,85,57.75,95,80,50,63,NO_OSstudent
2023,NA,80,54.33333,95,80,70,66.3334,NO_OSstudent
2023,NA,60,56,75,90,65,51.6,NO_OSstudent
2023,NA,90,71.25,75,90,90,85.0002,YES
2023,NA,80,74.5,75,80,80,74.3334,NO_OSstudent
2023,NA,80,73.25,90,90,70,74.3336,YES
2023,NA,75,54,75,80,85,72.4334,YES
2023,NA,65,42.16666,80,46,90,78.5,YES
2023,NA,55,48.66666,80,56,50,83.0002,NO_OSstudent
2023,NA,72.5,74.5,80,60,70,72.3334,YES
2023,NA,0,0,0,0,0,NA,NO_OSstudent
2023,NA,82.5,65.33333,80,90,80,77.8334,NO_OSstudent
2023,NA,67.5,59.75,70,60,65,64.6666,NO_OSstudent
2023,NA,95,68,75,86,85,66.1668,NO
2023,NA,95,57.75,75,80,85,72,NO_OSstudent
2023,NA,85,47.25,95,70,70,64.1668,YES
2023,NA,97.5,78.25,95,80,95,77,YES
2023,NA,40,61.58333,75,30,60,40.9336,YES
2023,NA,85,66,95,80,75,86,NO_OSstudent
2023,NA,60,32.83333,65,22,45,46.5,YES
2023,NA,87.5,57.33333,90,72,65,64.4998,NO_OSstudent
2023,NA,75,63.25,80,70,80,70.2668,NO_OSstudent
2023,NA,95,85.75,90,80,90,82.1666,YES
2023,NA,75,84.75,75,80,70,78.1668,NO_OSstudent
2023,NA,62.5,74.66666,85,70,85,68.6666,NO_OSstudent
2023,NA,65,43.83333,55,70,50,53.8334,YES
2023,NA,65,59.41666,75,66,70,66.3334,NO
2023,NA,65,63.75,95,76,85,70.6668,NO_OSstudent
2023,NA,52.5,40.58333,75,0,70,60.3334,YES
2023,NA,85,85.25,90,66,75,78.6668,NO_OSstudent
2023,NA,57.5,45.33333,25,74,55,49.3668,YES
2023,NA,70,53.08333,75,46,65,65.8334,NO_OSstudent
2023,NA,45,43.58333,50,54,40,52.1666,YES
2023,NA,80,63.33333,90,56,90,72.6668,NO_OSstudent
2023,NA,65,66.33333,85,70,80,85.5,YES
2023,NA,72.5,70,80,50,85,58.9334,YES
2023,NA,80,0,85,70,70,75.8336,NO
2023,NA,45,60.83333,65,50,60,76,YES
2023,NA,92.5,79.5,75,70,80,76.5,NO_OSstudent
2023,NA,65,0,80,80,85,70.8334,YES
2023,NA,70,66.83333,85,80,75,78.5002,YES
2023,NA,85,68.5,90,70,80,77.4334,NO_OSstudent
2023,NA,87.5,75,85,86,90,83.0002,NO_OSstudent
2023,NA,77.5,48,80,64,55,53.4998,YES
2023,NA,62.5,0,60,0,0,55.3332,YES
2023,NA,95,56.5,80,66,85,69.1666,NO_OSstudent
2023,NA,75,68,90,90,90,78.3332,YES
2023,NA,100,79.25,90,100,80,80.1668,YES
2023,NA,100,82.75,100,90,95,93.3334,YES
2023,NA,82.5,68.16666,85,60,65,83.1668,NO_OSstudent
2023,NA,45,42.75,60,66,45,65.6,NO
2023,NA,85,65.25,80,70,80,81.1666,NO_OSstudent
2023,NA,92.5,62.5,75,50,60,75.3334,NO_OSstudent
2023,NA,75,64.08333,0,56,55,64.4998,YES
2023,NA,80,54.66666,70,60,70,71.3334,YES
2023,NA,92.5,68.33333,85,80,75,73.6668,YES
2023,NA,75,37.16666,0,0,0,74.8332,NO_OSstudent
2023,NA,97.5,70.25,85,90,75,77.6668,YES
2023,NA,85,70.08333,50,60,75,63,NO_OSstudent
2023,NA,85,58.5,80,80,95,71,YES
2023,NA,30,42.91666,0,32,0,0,YES
2023,NA,75,25.41666,90,100,70,52.5002,NO_OSstudent
2023,NA,50,60.83333,70,70,65,61.1666,NO_OSstudent
2023,NA,72.5,68.08333,80,76,70,72.1668,NO_OSstudent
2023,NA,80,60.5,85,66,90,75,YES
2023,NA,75,57.91666,80,60,75,61.3334,YES
2023,NA,75,71.33333,70,70,70,56.6666,YES
2023,NA,60,62.91666,75,62,75,63.1664,NO
2023,NA,15,32.16666,40,34,15,56.3334,YES
2023,NA,85,81.5,80,60,95,66.7668,YES
2023,NA,92.5,73.83333,85,90,90,79.8334,YES
2023,NA,87.5,75,80,50,70,74.8332,NO_OSstudent
2023,NA,77.5,82.5,70,90,80,63.5,YES
2023,NA,75,55.25,15,70,0,65.8334,NO_OSstudent
2023,NA,65,63.33333,75,70,65,65.1666,YES
2023,NA,80,63.5,75,90,85,72.8334,NO_OSstudent
2023,NA,75,46.41666,80,80,60,75.1664,YES
2023,NA,92.5,62,75,70,75,81.3334,YES
2023,NA,75,75.75,85,90,75,76.1666,YES
2023,NA,92.5,75.58333,90,80,60,78.3334,NO_OSstudent
2023,NA,85,66.66666,95,60,75,63.3332,YES
2023,NA,67.5,48.33333,70,40,55,54.8336,YES
2022,NA,95,80.66666,80,NA,75,77.53333,YES
2022,NA,80,80.75,75,NA,75,82.99999,NO_OSstudent
2022,NA,85,62,90,NA,95,80.99999,NO_OSstudent
2022,NA,60,53.5,70,NA,80,66.16666,YES
2022,NA,70,75,75,NA,60,70.49999,NO_OSstudent
2022,NA,95,41.75,75,NA,75,67.49999,YES
2022,NA,70,55.91666,55,NA,65,70.16666,YES
2022,NA,70,36.66666,55,NA,65,80.66666,NO_OSstudent
2022,NA,70,50.66666,75,NA,70,69.83333,NO_OSstudent
2022,NA,85,60.33333,85,NA,60,72.99999,NO_OSstudent
2022,NA,85,81.75,85,NA,90,86.26666,YES
2022,NA,82.5,55.83333,75,NA,85,71.16666,NO_OSstudent
2022,NA,50,52.25,75,NA,55,50.09999,YES
2022,NA,85,58.33333,90,NA,80,74.66666,YES
2022,NA,45,36.66666,75,NA,5,62.93333,NO
2022,NA,80,45.91666,85,NA,75,69.09999,YES
2022,NA,90,58.25,85,NA,75,69.33333,NO
2022,NA,77.5,61.58333,80,NA,85,81,NO_OSstudent
2022,NA,80,82.25,95,NA,90,92,NO_OSstudent
2022,NA,87.5,45.58333,90,NA,70,66.16666,YES
2022,NA,82.5,35,75,NA,65,74.66666,NO_OSstudent
2022,NA,52.5,42.75,30,NA,0,58.59999,NO
2022,NA,70,58.58333,55,NA,70,71.83333,YES
2022,NA,0,37,25,NA,65,47.69999,YES
2022,NA,75,0,60,NA,80,61.33332,YES
2022,NA,75,0,80,NA,75,67,NO
2022,NA,67.5,68,75,NA,55,46.73333,NO_OSstudent
2022,NA,52.5,44.58333,70,NA,75,71.59999,YES
2022,NA,90,34.5,0,NA,65,59.03332,NO_OSstudent
2022,NA,82.5,71.83333,85,NA,95,81.66666,YES
2022,NA,50,48.08333,70,NA,70,51.83333,NO
2022,NA,75,25.16666,70,NA,70,81.33333,NO_OSstudent
2022,NA,60,54.58333,55,NA,50,72.03333,NO_OSstudent
2022,NA,100,55.66666,70,NA,80,59.49999,YES
2022,NA,92.5,85.25,100,NA,85,76.83333,YES
2022,NA,80,63.08333,95,NA,70,78.66666,YES
2022,NA,65,0,80,NA,50,61.83332,NO
2022,NA,75,60.58333,85,NA,75,70.99999,YES
2022,NA,50,45.58333,70,NA,70,62.99999,NO
2022,NA,72.5,49.08333,90,NA,75,82.49999,YES
2022,NA,100,63.5,85,NA,80,80.33333,YES
2022,NA,50,40,70,NA,55,63.19999,NO_OSstudent
2022,NA,85,0,75,NA,60,57.76666,NO
2022,NA,85,44.75,95,NA,80,76.99999,NO_OSstudent
2022,NA,75,52.5,70,NA,80,80.49999,NO_OSstudent
2022,NA,80,52.25,70,NA,85,64.69999,NO_OSstudent
2022,NA,75,84.5,95,NA,85,76.66666,NO_OSstudent
2022,NA,90,54.08333,75,NA,70,71.83333,NO_OSstudent
2022,NA,85,79.5,75,NA,80,66.49999,NO_OSstudent
2022,NA,45,50.25,0,NA,0,0,NO_OSstudent
2022,NA,72.5,73.25,80,NA,85,65.99999,YES
2022,NA,85,58.41666,95,NA,75,80.49999,NO_OSstudent
2022,NA,75,64.75,75,NA,65,57.5,NO_OSstudent
2022,NA,75,63,90,NA,90,75.33333,NO
2022,NA,47.5,39.66666,65,NA,40,68.83333,YES
2022,NA,0,66.5,70,NA,95,79.16666,NO_OSstudent
2022,NA,77.5,55.25,65,NA,55,66.66666,YES
2022,NA,60,39.66666,75,NA,55,61.63333,YES
2022,NA,85,89,100,NA,95,83.33333,YES
2022,NA,65,77.5,75,NA,95,71.93333,NO_OSstudent
2022,NA,80,78.75,95,NA,85,83.66666,YES
2022,NA,72.5,50.75,80,NA,75,67.33333,NO_OSstudent
2022,NA,35,42.16666,80,NA,50,51.4,YES
2022,NA,60,38.91666,50,NA,60,54.79999,NO
2022,NA,50,50.08333,100,NA,90,70.66666,YES
2022,NA,60,45.33333,50,NA,65,57.53333,YES
2022,NA,30,46.08333,55,NA,50,70.5,NO
2022,NA,67.5,0,80,NA,50,57.53333,YES
2022,NA,85,82.5,75,NA,70,73.66666,YES
2022,NA,90,78.5,80,NA,55,54.49999,NO_OSstudent
2022,NA,47.5,63,75,NA,75,70.53332,NO_OSstudent
2022,NA,75,47.91666,40,NA,55,63.99999,NO_OSstudent
2022,NA,85,52.25,75,NA,70,63.99999,NO_OSstudent
2022,NA,55,60,75,NA,65,54.76666,YES
2022,NA,85,92,100,NA,85,81.66666,NO_OSstudent
2022,NA,65,44.5,65,NA,45,58.93332,YES
2022,NA,90,69.33333,70,NA,70,60.49999,YES
2022,NA,80,85.5,75,NA,85,58.43332,YES
2022,NA,45,35.91666,70,NA,70,71.49999,YES
2022,NA,90,45.33333,75,NA,65,83.83333,YES
2022,NA,80,66.75,75,NA,70,82.33333,NO_OSstudent
2022,NA,60,38.91666,70,NA,65,66.59999,NO
2022,NA,80,72.5,90,NA,85,70.46666,NO_OSstudent
2022,NA,87.5,47.25,90,NA,55,73.16666,NO
2022,NA,72.5,47.33333,90,NA,85,72.93332,YES
2022,NA,60,46.66666,65,NA,55,52.16666,NO_OSstudent
2022,NA,75,53.83333,85,NA,65,82,NO_OSstudent
2022,NA,95,80,90,NA,90,79.33333,YES
2022,NA,80,78.58333,80,NA,65,84.93333,YES
2022,NA,65,57.5,65,NA,0,56.26666,NO_OSstudent
2022,NA,70,68.41666,60,NA,90,62.63332,YES
2022,NA,67.5,51.66666,85,NA,75,51.83332,NO_OSstudent
2022,NA,55,55.41666,0,NA,60,Needs Marking,NO
2022,NA,72.5,58.25,85,NA,80,67.93333,YES
2022,NA,75,64,65,NA,75,74,YES
2022,NA,NA,53.25,70,NA,80,68.99999,YES
2022,NA,80,64.25,85,NA,80,66.99999,NO
2022,NA,50,39,70,NA,90,65.43332,NO_OSstudent
2022,NA,65,41,70,NA,70,69.99999,NO_OSstudent
2022,NA,60,42.33333,70,NA,60,75.19999,NO_OSstudent
2022,NA,95,58.25,85,NA,75,65.49999,NO_OSstudent
2022,NA,0,0,0,NA,0,NA,NO_OSstudent
2022,NA,87.5,66,80,NA,85,78.83333,NO_OSstudent
2022,NA,95,54.08333,100,NA,85,86.83333,YES
2022,NA,80,63.25,85,NA,75,81.16666,YES
2022,NA,70,59.33333,80,NA,60,64.99999,NO
2022,NA,87.5,82.5,80,NA,80,88.33333,NO
2022,NA,60,52.58333,50,NA,0,71.16666,YES
2022,NA,62.5,53.5,85,NA,80,69.86666,NO_OSstudent
2022,NA,70,61.66666,80,NA,0,70.43332,YES
2022,NA,77.5,53.75,80,NA,75,64.93333,NO_OSstudent
2022,NA,60,43,75,NA,80,58.33332,YES
2022,NA,70,51.25,80,NA,55,68.93333,NO_OSstudent
2022,NA,85,39,65,NA,45,50.76,YES
2022,NA,70,49,90,NA,80,81.49999,NO_OSstudent
2022,NA,72.5,68.75,85,NA,80,78.82,YES
2022,NA,85,69.33333,75,NA,60,53.76666,YES
2022,NA,75,91.25,95,NA,90,71.83332,YES
2022,NA,65,58.25,85,NA,65,76.16666,NO_OSstudent
2022,NA,80,0,65,NA,0,59.99999,YES
2022,NA,80,39.5,75,NA,75,58.99999,YES
2022,NA,37.5,53.41666,0,NA,60,50.7,NO
2022,NA,60,46.33333,65,NA,60,60.19999,YES
2022,NA,85,81.25,85,NA,85,83.66666,YES
2022,NA,77.5,38.5,90,NA,100,83.99999,YES
2022,NA,55,61.83333,85,NA,75,78.83333,NO_OSstudent
2022,NA,95,62.75,100,NA,95,83.33333,NO_OSstudent
2022,NA,95,67.83333,75,NA,70,81.03333,YES
2022,NA,62.5,67.75,75,NA,70,62.83333,YES
2022,NA,65,49.83333,90,NA,85,75.16666,NO_OSstudent
2022,NA,35,50.5,40,NA,70,57.13333,YES
2022,NA,35,57.58333,50,NA,80,58.66666,YES
2022,NA,70,55.5,90,NA,80,77.16666,YES
2022,NA,50,57.08333,85,NA,0,63.99999,NO
2022,NA,65,58.33333,65,NA,65,66.76666,NO_OSstudent
2022,NA,85,62.83333,75,NA,65,63.09999,YES
2022,NA,65,58.08333,85,NA,70,68.16666,NO_OSstudent
2022,NA,82.5,83,85,NA,95,69.83333,NO
2022,NA,70,60.5,60,NA,85,81.59,YES
2022,NA,85,69.75,65,NA,45,64.99999,NO
2022,NA,70,48.25,55,NA,25,62.66666,YES
2022,NA,65,65.25,80,NA,80,73.93333,YES
2022,NA,77.5,60,85,NA,75,75.26666,YES
2022,NA,65,40.08333,70,NA,60,58.93333,YES
2022,NA,65,62.25,70,NA,70,67.49999,YES
2022,NA,70,66,85,NA,95,87.53333,YES
2022,NA,25,40.83333,0,NA,0,55.33333,NO_OSstudent
2022,NA,95,67.33333,100,NA,75,79.43333,YES
2022,NA,75,76.5,95,NA,70,73.33333,NO_OSstudent
2022,NA,75,47.66666,75,NA,75,Needs Marking,NO_OSstudent
2022,NA,70,27.08333,70,NA,65,73.99999,NO_OSstudent
2022,NA,75,38.75,80,NA,55,67.06666,NO
2022,NA,55,49,85,NA,0,82.83333,NO_OSstudent
2022,NA,65,65.08333,70,NA,85,62.79999,YES
2022,NA,95,56.75,85,NA,70,73.83333,NO_OSstudent
2022,NA,100,86.25,95,NA,100,89,NO_OSstudent
2022,NA,80,26.41666,80,NA,75,56.03333,YES
2022,NA,85,71.5,95,NA,65,69.69999,YES
2022,NA,35,41.58333,80,NA,60,66.66666,YES
2022,NA,90,43.91666,70,NA,45,56.09999,NO_OSstudent
2022,NA,80,68,85,NA,60,74.5,NO_OSstudent
2022,NA,82.5,62,80,NA,70,69.16666,YES
2022,NA,65,42.16666,40,NA,60,49.06666,NO_OSstudent
2022,NA,100,65.5,85,NA,90,78.49999,YES
2022,NA,75,67,75,NA,70,71.86666,NO_OSstudent
2022,NA,50,0,35,NA,55,42.13333,NO_OSstudent
2022,NA,55,46,85,NA,70,66.83332,NO
2022,NA,47.5,61.5,50,NA,70,52.43332,NO
2022,NA,85,97,95,NA,70,80.66666,NO_OSstudent
2022,NA,60,0,45,NA,65,39.03332,YES
2022,NA,50,32.5,95,NA,85,74.49999,NO_OSstudent
2022,NA,60,50.08333,85,NA,50,68.16666,YES
2022,NA,80,68.5,75,NA,65,70.33333,NO_OSstudent
2022,NA,70,51.25,70,NA,65,69.83333,YES
2022,NA,100,80,90,NA,90,90.66666,YES
2022,NA,85,60.25,65,NA,75,79.33332,NO_OSstudent
2022,NA,72.5,54.91666,60,NA,35,48.26666,NO_OSstudent
2022,NA,67.5,55.16666,70,NA,65,61.59999,YES
2022,NA,80,49.66666,80,NA,70,66.66666,NO_OSstudent
2022,NA,95,65,0,NA,85,71.66666,NO_OSstudent
2022,NA,85,74.33333,80,NA,65,70.16666,YES
2022,NA,87.5,58,55,NA,75,51.89999,YES
2022,NA,75,76.75,80,NA,90,75.59999,NO_OSstudent
2022,NA,75,69.5,90,NA,80,73.66666,NO_OSstudent
2022,NA,90,71.5,70,NA,85,70.16666,NO_OSstudent
2022,NA,80,56.16666,95,NA,80,66.76666,NO_OSstudent
2022,NA,65,60.25,85,NA,65,65.33333,NO_OSstudent
2022,NA,82.5,78.75,75,NA,85,85,YES
2022,NA,55,46.25,65,NA,60,71.36666,NO_OSstudent
2022,NA,0,0,0,NA,0,NA,NO_OSstudent
2022,NA,75,27.75,55,NA,80,76.16666,NO_OSstudent
2022,NA,80,58.5,60,NA,90,71.49999,YES
2022,NA,45,63.25,60,NA,55,45.56666,YES
2022,NA,45,29.5,90,NA,80,63.33332,NO_OSstudent
2022,NA,70,55.33333,75,NA,85,70.19999,NO_OSstudent
2022,NA,55,50.91666,80,NA,65,52.16666,NO_OSstudent
2022,NA,72.5,87.5,80,NA,55,76.66666,NO_OSstudent
2022,NA,80,58.08333,0,NA,50,59.83332,NO_OSstudent
2022,NA,95,73.25,90,NA,70,76.99999,NO_OSstudent
2022,NA,45,38.5,30,NA,0,33.13332,NO_OSstudent
2022,NA,72.5,86.5,65,NA,80,Needs Marking,NO_OSstudent
2022,NA,90,70.58333,90,NA,85,83.33333,NO_OSstudent
2022,NA,75,41.83333,85,NA,65,68.16666,NO_OSstudent
2022,NA,95,42.25,90,NA,80,83,NO
2022,NA,82.5,67,90,NA,95,71.83332,YES
2022,NA,85,88.25,90,NA,65,67.83333,YES
2022,NA,50,38.58333,80,NA,65,53.33332,NO_OSstudent
2022,NA,80,72,85,NA,80,79.33333,NO_OSstudent
2022,NA,45,40.66666,75,NA,55,60.09999,NO
2022,NA,80,46.25,80,NA,85,72.33332,NO_OSstudent
2022,NA,70,63.75,90,NA,80,69.16666,NO_OSstudent
2022,NA,80,53.5,90,NA,70,64.16666,NO_OSstudent
2022,NA,70,55.83333,65,NA,60,60.46666,NO_OSstudent
2022,NA,75,48.91666,85,NA,80,68.03333,NO_OSstudent
2022,NA,55,47.75,65,NA,85,63.26666,YES
2022,NA,70,65,90,NA,80,78.76666,YES
2022,NA,85,49,70,NA,70,66.66666,YES
2022,NA,57.5,57.33333,70,NA,0,65.09999,NO_OSstudent
2022,NA,55,54,55,NA,60,57.83332,YES
2022,NA,85,61.41666,85,NA,80,65.09999,YES
2022,NA,80,60.25,70,NA,95,75.66666,NO
2022,NA,85,66.41666,85,NA,85,73.66666,NO_OSstudent
2022,NA,75,69.16666,70,NA,85,67.99999,NO_OSstudent
2022,NA,80,64.91666,0,NA,75,70.59999,NO
2022,NA,75,55.75,80,NA,75,75.16666,NO_OSstudent
2022,NA,72.5,65,80,NA,75,74.76666,YES
2022,NA,90,74,85,NA,90,77.83333,NO_OSstudent
2022,NA,75,45.08333,85,NA,70,61.53332,NO_OSstudent
2022,NA,75,70.16666,75,NA,55,55.5,NO_OSstudent
2022,NA,85,71.5,70,NA,85,62.76666,NO_OSstudent
2022,NA,75,53.5,85,NA,80,75.66666,YES
2022,NA,0,0,0,NA,0,NA,NO_OSstudent
2022,NA,72.5,50.75,95,NA,70,51.5,YES
2022,NA,80,60.58333,80,NA,80,58.43332,YES
2022,NA,82.5,73.5,90,NA,80,73.49999,YES
2022,NA,62.5,56.83333,50,NA,40,50.09999,YES
2022,NA,65,64.66666,75,NA,80,76.33332,YES
2022,NA,90,56,95,NA,90,85.99999,YES
2022,NA,85,70,85,NA,80,78.09999,NO
2022,NA,87.5,49.41666,60,NA,80,77.59999,YES
2022,NA,75,34.5,45,NA,80,62.99999,NO
2022,NA,85,61.33333,80,NA,45,72.93333,NO
2022,NA,50,46.5,80,NA,60,52.63333,NO_OSstudent
2022,NA,90,85.75,95,NA,85,84.66666,YES
2022,NA,0,31.75,60,NA,30,47.99999,NO_OSstudent
2022,NA,70,77.83333,80,NA,75,82.83333,NO_OSstudent
2022,NA,72.5,49.25,85,NA,60,67.99999,YES
2022,NA,90,71.75,80,NA,90,65.83332,YES
2022,NA,60,30.25,70,NA,85,70.09999,YES
2022,NA,62.5,54.75,75,NA,65,66.26666,YES
2022,NA,80,59.75,65,NA,70,70.33333,YES
2022,NA,65,55,70,NA,75,70.66666,NO
2022,NA,70,49.25,60,NA,65,59.72,YES
2022,NA,70,73.75,80,NA,80,69.33333,NO_OSstudent
2022,NA,100,82,95,NA,85,84.66666,NO
2022,NA,62.5,65.41666,75,NA,80,61.16666,NO_OSstudent
2022,NA,80,0,75,NA,80,80,NO_OSstudent
2022,NA,85,60.75,90,NA,60,75.99999,NO_OSstudent
2022,NA,75,39.66666,100,NA,90,79.5,NO
2022,NA,85,62.08333,75,NA,80,68.83332,NO_OSstudent
2022,NA,90,40.33333,70,NA,80,67.49999,YES
2022,NA,75,60.08333,50,NA,50,43.26666,NO
2022,NA,55,0,80,NA,25,64.49999,NO_OSstudent
2022,NA,60,52.83333,80,NA,80,79.49999,NO_OSstudent
2022,NA,60,38.75,70,NA,75,55.79999,YES
2022,NA,0,0,70,NA,55,0,NO_OSstudent
2022,NA,75,68.33333,90,NA,70,63.66666,YES
2022,NA,50,46.75,65,NA,50,48.46666,YES
2022,NA,62.5,28.5,55,NA,60,57,NO_OSstudent
2022,NA,75,95,70,NA,80,84.16666,NO_OSstudent
2022,NA,75,39.75,65,NA,90,57.29999,YES
2022,NA,80,45,90,NA,75,59.33332,NO
2022,NA,55,63.83333,65,NA,60,53.16666,NO_OSstudent
2022,NA,80,44.33333,80,NA,75,65.16666,YES
2022,NA,85,88.41666,95,NA,85,69.99999,YES
2022,NA,70,62.25,70,NA,75,0,NO_OSstudent
2022,NA,55,52.08333,50,NA,55,86.33333,YES
2022,NA,95,72.91666,65,NA,70,78.66666,NO_OSstudent
2022,NA,80,54.5,75,NA,75,66.83333,YES
2022,NA,77.5,45.66666,85,NA,55,48.96666,NO_OSstudent
2022,NA,95,70,85,NA,85,75.86666,NO_OSstudent
2022,NA,80,87.75,85,NA,80,75.33333,NO_OSstudent
2022,NA,30,62.16666,85,NA,65,70.83333,NO_OSstudent
2022,NA,85,69.25,90,NA,75,76.16666,NO_OSstudent
2022,NA,75,50.5,85,NA,65,80.66666,NO_OSstudent
2022,NA,55,40.75,85,NA,65,72.43333,YES
2022,NA,85,47.5,85,NA,60,60,YES
2022,NA,0,0,65,NA,50,40.99999,YES
2022,NA,57.5,72.5,90,NA,90,Needs Marking,YES
2022,NA,45,59.33333,50,NA,30,37.23333,YES
2022,NA,95,76.75,95,NA,80,83.33333,NO_OSstudent
2022,NA,62.5,56.75,80,NA,55,Needs Marking,NO_OSstudent
2022,NA,70,45.75,0,NA,70,53.93333,NO_OSstudent
2022,NA,50,39.5,60,NA,75,Needs Marking,YES
2022,NA,60,68.33333,60,NA,60,57.29999,YES
2022,NA,80,54.33333,85,NA,65,69.83333,YES
2022,NA,67.5,0,85,NA,70,76.33333,YES
2022,NA,80,83,75,NA,80,78.83333,NO_OSstudent
2022,NA,35,48.16666,55,NA,65,56.69999,YES
2022,NA,55,50.58333,60,NA,60,57.46666,YES
2022,NA,70,38.5,90,NA,85,56.96666,NO
2022,NA,52.5,24.5,75,NA,60,64.93333,NO_OSstudent
2022,NA,70,0,75,NA,65,59.49999,NO_OSstudent
2022,NA,65,45.66666,0,NA,0,73.69999,NO_OSstudent
2022,NA,100,34.75,90,NA,80,71.83333,YES
2022,NA,30,42.58333,25,NA,55,56.19999,NO_OSstudent
2022,NA,85,71,85,NA,85,66.43332,YES
2022,NA,87.5,61.83333,100,NA,80,90.33333,NO_OSstudent
2022,NA,72.5,39.5,70,NA,80,75.66666,NO
2022,NA,100,58.41666,90,NA,85,77.16666,YES
2022,NA,82.5,63.5,70,NA,75,75.33333,NO_OSstudent
