year,student_ID,MCQ_A,MCQ_B,MCQ_C,MCQ_D,MCQ_E,Exam,Attended_prac
2021,NA,77.77777778,64.25,75,75,82.5,79.16666667,No_prac
2021,NA,77.77777778,56.93,80,60,60,66.83333,No_prac
2021,NA,55.55555556,76.08333,70,80,75.83333,90.55555333,No_prac
2021,NA,80.55555556,59.58333,65,70,68.75,76.11111,No_prac
2021,NA,83.33333333,62.55,95,40,72.5,75,No_prac
2021,NA,77.77777778,70.53,85,80,61.66666,69.72222,No_prac
2021,NA,83.33333333,61.84,60,55,47.5,72.77777667,No_prac
2021,NA,0.00E+00,0,70,65,85,69.44444333,No_prac
2021,NA,83.33333333,52.25,95,80,73.33333,81.66666667,No_prac
2021,NA,69.44444444,47.66666,55,55,45,63.05555333,No_prac
2021,NA,61.11111111,50.33333,40,50,48.33333,57.22222,No_prac
2021,NA,66.66666667,59.39,100,75,65,77.5,No_prac
2021,NA,76.11111111,73.5,90,85,70,91.38888667,No_prac
2021,NA,0.00E+00,0,0,0,63.75,77.5,No_prac
2021,NA,77.77777778,49.83333,70,75,73.33333,70.83333,No_prac
2021,NA,94.44444444,65,75,85,85,90.83333333,No_prac
2021,NA,94.44444444,60.97,90,50,60.41666,66.94444333,No_prac
2021,NA,100,80.5,65,55,69.58333,86.11111,No_prac
2021,NA,66.66666667,50.71,70,65,90,77.5,No_prac
2021,NA,88.88888889,91.75,55,90,83.75,84.88888667,No_prac
2021,NA,61.11111111,70.71,55,70,45,76.66666667,No_prac
2021,NA,88.88888889,74.58333,85,70,85,85,No_prac
2021,NA,50,52.89,90,70,67.91666,57.22222,No_prac
2021,NA,88.88888889,65.75,80,75,78.33333,82.77777667,No_prac
2021,NA,100,52.33333,80,90,85,84.72222,No_prac
2021,NA,66.66666667,66.16666,55,65,71.25,79.72222,No_prac
2021,NA,83.33333333,66.05,85,70,58.33333,61.83333,No_prac
2021,NA,83.33333333,82,75,60,80,74.72222,No_prac
2021,NA,77.77777778,62.19,90,0,0,82.22222,No_prac
2021,NA,83.33333333,68.95,90,80,85.41666,85.27777667,No_prac
2021,NA,83.33333333,32,0,40,68.33333,65.55555333,No_prac
2021,NA,83.33333333,45.44,55,80,85.83333,77.5,No_prac
2021,NA,72.22222222,51,80,70,70,70.55555333,No_prac
2021,NA,100,58.24,95,75,90,86.66666667,No_prac
2021,NA,66.66666667,55.87,80,85,65,66.66666333,No_prac
2021,NA,66.66666667,46.41666,75,75,70,65.55555333,No_prac
2021,NA,72.22222222,45.35,80,65,83.33333,84.72222,No_prac
2021,NA,100,65.53,85,60,68.75,93.88888667,No_prac
2021,NA,80.55555556,75.25,70,70,86.25,81.83333333,No_prac
2021,NA,55.55555556,29.25,85,65,77.5,70.55555333,No_prac
2021,NA,100,78.58333,85,75,80,89.72222,No_prac
2021,NA,83.33333333,54.58333,60,80,62.5,85,No_prac
2021,NA,77.77777778,32.11,85,65,76.66666,67.77777667,No_prac
2021,NA,52.77777778,59.91666,60,60,63.33333,0,No_prac
2021,NA,66.66666667,45.87,95,65,78.75,89.61111,No_prac
2021,NA,50,39.21,70,65,51.66666,73.05555333,No_prac
2021,NA,66.66666667,61.66,0,50,61.25,67.77777333,No_prac
2021,NA,44.44444444,40.26,60,75,58.33333,63.61111,No_prac
2021,NA,83.33333333,52.25,80,75,75,79.72222,No_prac
2021,NA,100,65.26,85,90,80,75.55555333,No_prac
2021,NA,66.66666667,50,0,55,0,72.22222,No_prac
2021,NA,55.55555556,41.16666,55,65,75,66.38888667,No_prac
2021,NA,66.66666667,47,55,20,43.75,65.83333333,No_prac
2021,NA,88.88888889,47.5,90,95,90,77.22222,No_prac
2021,NA,100,0,95,80,90,96.66666667,No_prac
2021,NA,61.11111111,40,85,45,60,71.11111,No_prac
2021,NA,88.88888889,57.11,85,80,100,91.11111,No_prac
2021,NA,100,53,60,50,66.25,65.27777667,No_prac
2021,NA,58.33333333,58.66666,85,45,63.75,56.66666667,No_prac
2021,NA,55.55555556,40.66666,55,70,71.66666,63.88888667,No_prac
2021,NA,69.44444444,55,75,65,73.75,60.83333333,No_prac
2021,NA,0.00E+00,0,0,0,0,0,No_prac
2021,NA,NA,0,0,0,0,76.83333333,No_prac
2021,NA,55.55555556,67,60,45,62.5,79.16666667,No_prac
2021,NA,94.44444444,66.66,95,65,98.75,91.11111,No_prac
2021,NA,94.44444444,54,65,65,75,56.05555333,No_prac
2021,NA,86.11111111,70.75,55,45,85,75.83333333,No_prac
2021,NA,27.77777778,38.6,35,65,65.83333,71.94444,No_prac
2021,NA,83.33333333,38.86,60,80,60,74.72222,No_prac
2021,NA,88.88888889,92.5,75,70,80,75.16666667,No_prac
2021,NA,100,67.58333,90,70,90,93.33333333,No_prac
2021,NA,94.44444444,44.29,80,65,88.33333,80.55555333,No_prac
2021,NA,88.88888889,76.05,80,95,62.5,90,No_prac
2021,NA,83.33333333,77.63,90,65,77.5,81.94444333,No_prac
2021,NA,83.33333333,62.28,95,65,85,80.55555333,No_prac
2021,NA,66.66666667,56.32,55,50,42.08333,52.77777667,No_prac
2021,NA,86.11111111,58.77,65,85,80,70.83333,No_prac
2021,NA,58.33333333,49.13,50,45,55,81.38888667,No_prac
2021,NA,91.66666667,71.58,70,80,81.66666,73.61110667,No_prac
2021,NA,83.33333333,43.66666,85,45,70,78.88888667,No_prac
2021,NA,61.11111111,47.72,75,55,72.5,72.77777333,No_prac
2021,NA,44.44444444,35.41666,65,60,71.66666,65.55555333,No_prac
2021,NA,0.00E+00,35.33333,60,30,51.66666,51.83333,No_prac
2021,NA,83.33333333,70.25,90,65,76.66666,86.66666333,No_prac
2021,NA,66.66666667,48.95,55,70,45,64.99999667,No_prac
2021,NA,77.77777778,68.08333,70,55,78.33333,85.55555333,No_prac
2021,NA,88.88888889,44.75,65,85,82.5,72.77777667,No_prac
2021,NA,83.33333333,53.16,55,85,85,73.05555333,No_prac
2021,NA,50,56.25,65,65,53.75,84.16666667,No_prac
2021,NA,83.33333333,35.5,80,75,71.66666,78.61110667,No_prac
2021,NA,72.22222222,58.16666,70,60,78.75,68.88888667,No_prac
2021,NA,77.77777778,75.58333,80,60,75,78.61111,No_prac
2021,NA,86.11111111,63.42,95,90,74.16666,87.77777333,No_prac
2021,NA,61.11111111,67.83333,60,50,76.25,71.94444333,No_prac
2021,NA,50,57.08333,70,50,71.66666,80,No_prac
2021,NA,77.77777778,0,65,45,75,66.66666333,No_prac
2021,NA,83.33333333,63.33333,75,85,71.25,72.22222,No_prac
2021,NA,77.77777778,57.28,80,60,90,78.05555333,No_prac
2021,NA,72.22222222,59.08333,80,70,70,84.16666667,No_prac
2021,NA,80.55555556,74.08333,65,75,72.5,72.22222,No_prac
2021,NA,55.55555556,45.25,55,65,73.33333,56.66666333,No_prac
2021,NA,61.11111111,38.75,70,40,53.75,71.66666667,No_prac
2021,NA,61.11111111,72.83333,80,55,65,85.55555333,No_prac
2021,NA,100,63.5,95,70,70,85.55555333,No_prac
2021,NA,94.44444444,46.75,70,70,73.75,75.83333333,No_prac
2021,NA,61.11111111,47.72,55,90,80,71.11111,No_prac
2021,NA,83.33333333,45.53,95,65,63.33333,71.11111,No_prac
2021,NA,72.22222222,67.89,75,75,64.16666,85.83333333,No_prac
2021,NA,77.77777778,47.08333,65,80,73.33333,72.5,No_prac
2021,NA,88.88888889,59,90,50,57.5,73.61110667,No_prac
2021,NA,97.22222222,76.76,80,85,75,85.55555333,No_prac
2021,NA,88.88888889,69,75,75,86.66666,82.22222,No_prac
2021,NA,88.88888889,62.37,95,80,75,93.33333333,No_prac
2021,NA,61.11111111,46.49,45,60,83.33333,74.44444333,No_prac
2021,NA,0.00E+00,57.5,75,65,38.33333,44.61111,No_prac
2021,NA,88.88888889,91.08333,75,75,75,87.94444,No_prac
2021,NA,83.33333333,64.47,80,85,82.5,70.27777333,No_prac
2021,NA,88.88888889,79.83333,85,70,78.33333,83.88888667,No_prac
2021,NA,77.77777778,84.03,75,70,70,82.5,No_prac
2021,NA,61.11111111,46.58333,80,75,70.41666,77.5,No_prac
2021,NA,77.77777778,79.75,75,65,73.33333,68.61111,No_prac
2021,NA,66.66666667,52.45,80,40,65,68.77777667,No_prac
2021,NA,44.44444444,0,20,60,75,51.94444333,No_prac
2021,NA,61.11111111,50.97,45,40,50,80.83333333,No_prac
2021,NA,83.33333333,47.37,60,55,0,85.27777667,No_prac
2021,NA,NA,NA,NA,NA,NA,NA,No_prac
2021,NA,0.00E+00,35,65,60,75,84.33333333,No_prac
2021,NA,94.44444444,73.58333,80,75,83.33333,86.38888667,No_prac
2021,NA,63.88888889,42.89,70,55,65,84.72222,No_prac
2021,NA,88.88888889,72.83333,75,60,75,78.61111,No_prac
2021,NA,88.88888889,54.91666,70,25,70,75.27777667,No_prac
2021,NA,55.55555556,24.66666,75,55,47.08333,54.16666333,No_prac
2021,NA,83.33333333,74.58333,85,65,71.66666,80.55555333,No_prac
2021,NA,83.33333333,67.5,70,80,83.33333,79.72222,No_prac
2021,NA,72.22222222,51.93,65,55,49.16666,85,No_prac
2021,NA,55.55555556,50.18,35,70,32.91666,62.22222,No_prac
2021,NA,86.11111111,83.75,85,90,80,87.5,No_prac
2021,NA,77.77777778,40.53,65,50,65,60.55555333,No_prac
2021,NA,75,65,65,85,80,82.5,No_prac
2021,NA,61.11111111,51.32,70,60,66.66666,75.83333333,No_prac
2021,NA,83.33333333,57.72,55,75,75,75,No_prac
2021,NA,94.44444444,82.58333,80,70,85,77.22222,No_prac
2021,NA,83.33333333,59.66666,75,60,83.33333,87.5,No_prac
2021,NA,77.77777778,31.91666,80,65,76.66666,68.05555333,No_prac
2021,NA,55.55555556,44.75,60,50,62.5,61.05555333,No_prac
2021,NA,88.88888889,47,90,80,75,80.55555333,No_prac
2021,NA,83.33333333,50.35,65,60,66.66666,78.05555333,No_prac
2021,NA,66.66666667,31.75,95,90,78.75,75,No_prac
2021,NA,44.44444444,47.66666,70,60,68.33333,78.05555333,No_prac
2021,NA,72.22222222,52.5,65,70,75.83333,80.83333333,No_prac
2021,NA,61.11111111,58.24,75,85,65,70,No_prac
2021,NA,88.88888889,85,90,75,85,88.88888667,No_prac
2021,NA,83.33333333,34.16666,75,55,65,80.27777667,No_prac
2021,NA,88.88888889,53.5,85,55,61.66666,82.77777667,No_prac
2021,NA,66.66666667,40,50,55,49.16666,0,No_prac
2021,NA,66.66666667,63.16,55,40,0,65.27777667,No_prac
2021,NA,88.88888889,78.08333,85,85,61.66666,84.72222,No_prac
2021,NA,0.00E+00,0,75,0,0,69.44444333,No_prac
2021,NA,0.00E+00,0,0,0,0,70.55555333,No_prac
2021,NA,86.11111111,78.5,70,75,80,76.11111,No_prac
2021,NA,83.33333333,40.08,75,65,85,82.5,No_prac
2021,NA,88.88888889,86.32,85,90,86.66666,96.66666667,No_prac
2021,NA,77.77777778,66.58,75,75,88.75,83.61110667,No_prac
2021,NA,94.44444444,77.89,85,85,85,96.66666667,No_prac
2021,NA,66.66666667,50,45,70,71.66666,85,No_prac
2021,NA,88.88888889,77.19,90,90,90,77.22222,No_prac
2021,NA,72.22222222,53.68,60,95,93.75,66.83333333,No_prac
2021,NA,33.33333333,61.5,70,50,80,78.61111,No_prac
2021,NA,58.33333333,51,90,70,66.66666,77.22222,No_prac
2021,NA,72.22222222,59.74,100,75,80,87.22222,No_prac
2021,NA,77.77777778,50.61,75,60,85,83.61111,No_prac
2021,NA,83.33333333,44.75,0,35,50,64.44444,No_prac
2021,NA,88.88888889,77.58333,65,65,70,86.11111,No_prac
2021,NA,69.44444444,58.5,75,90,65,70.27777667,No_prac
2021,NA,75,49.65,55,75,46.66666,74.16666667,No_prac
2021,NA,63.88888889,32.75,85,65,79.16666,61.38888667,No_prac
2021,NA,88.88888889,94.74,85,90,75,92.22222,No_prac
2021,NA,44.44444444,75.33333,65,70,55,71.94444333,No_prac
2021,NA,66.66666667,41.91666,55,55,44.16666,61.94444333,No_prac
2021,NA,61.11111111,37.63,75,40,51.66666,87.77777667,No_prac
2021,NA,50,68.51,70,45,68.75,78.88888667,No_prac
2021,NA,83.33333333,54.82,75,65,75,74.72222,No_prac
2021,NA,66.66666667,67.63,80,75,80,77.22222,No_prac
2021,NA,83.33333333,48.16,85,70,69.16666,72.5,No_prac
2021,NA,66.66666667,47.19,65,50,75.83333,70.27777667,No_prac
2021,NA,77.77777778,62.98,70,75,80,78.61111,No_prac
2021,NA,69.44444444,33.16,75,60,24.16666,63.61110667,No_prac
2021,NA,72.22222222,50.87,60,50,85,80.83333333,No_prac
2021,NA,88.88888889,69.91666,75,65,75,79.72222,No_prac
2021,NA,83.33333333,84.74,70,100,63.33333,82.5,No_prac
2021,NA,77.77777778,60.53,75,75,85,75.55555333,No_prac
2021,NA,72.22222222,69.21,70,70,56.25,71.11111,No_prac
2021,NA,83.33333333,55,85,80,86.66666,83.61111,No_prac
2021,NA,0.00E+00,0,35,30,55,71.38888667,No_prac
2020,NA,66.66666667,59.16666,65,85,62.5,72.86111,No_prac
2020,NA,80,64.08333,55,70,75,71.25,No_prac
2020,NA,93.33333333,56.75,80,90,80,82.77777,No_prac
2020,NA,80,67.75,65,60,68.33333,58.61111,No_prac
2020,NA,73.33333333,69.5,95,85,78.33333,77.77777,No_prac
2020,NA,73.33333333,0,0,60,0,70.55555,No_prac
2020,NA,66.66666667,51.83333,75,80,80,79.44444,No_prac
2020,NA,73.33333333,45.83333,75,65,63.75,68.61111,No_prac
2020,NA,86.66666667,74.16666,90,80,85,96.52777,No_prac
2020,NA,100,57,65,65,80,80.27777,No_prac
2020,NA,86.66666667,53.25,90,65,85,71.52777,No_prac
2020,NA,93.33333333,62.66666,90,80,96.66666,85.55555,No_prac
2020,NA,100,86,90,100,92.5,92.08333,No_prac
2020,NA,93.33333333,58.5,75,65,95,75.27777,No_prac
2020,NA,86.66666667,80.33333,90,85,73.75,81.11111,No_prac
2020,NA,73.33333333,45.33333,70,65,78.33333,52.77777,No_prac
2020,NA,80,42.5,65,NA,75,66.19444,No_prac
2020,NA,46.66666667,70.75,75,55,60,70.55555,No_prac
2020,NA,100,70,90,100,98.75,93.33333,No_prac
2020,NA,80,41.08333,65,85,57.91666,71.38888,No_prac
2020,NA,86.66666667,81.58333,90,90,80,77.36111,No_prac
2020,NA,80,50.41666,80,50,80,76.11111,No_prac
2020,NA,86.66666667,63.75,80,85,83.33333,69.80555,No_prac
2020,NA,100,63,80,75,85,79.44444,No_prac
2020,NA,66.66666667,53.08333,75,60,71.66666,64.86111,No_prac
2020,NA,86.66666667,57.16666,85,70,85,79.02777,No_prac
2020,NA,86.66666667,68.08333,60,85,57.5,66.94444,No_prac
2020,NA,80,0,65,90,66.66666,69.02777,No_prac
2020,NA,73.33333333,71.25,75,50,55,60.30555,No_prac
2020,NA,93.33333333,55.5,75,90,80,74.30555,No_prac
2020,NA,53.33333333,50.33333,60,90,60.41666,63.61111,No_prac
2020,NA,93.33333333,83,85,80,75,81.25,No_prac
2020,NA,86.66666667,44.41666,70,65,72.08333,65.77777,No_prac
2020,NA,86.66666667,72,95,85,81.66666,88.33333,No_prac
2020,NA,86.66666667,47.66666,65,65,75,68.61111,No_prac
2020,NA,93.33333333,76.75,95,60,57.5,76.94444,No_prac
2020,NA,100,57.33333,70,85,80,70.69444,No_prac
2020,NA,66.66666667,30.5,40,85,85,64.58333,No_prac
2020,NA,66.66666667,57.66666,80,75,57.5,59.30555,No_prac
2020,NA,0,32,50,55,53.75,49.72222,No_prac
2020,NA,100,69.75,85,75,90,75.13888,No_prac
2020,NA,60,73.08333,55,80,47.5,80.27777,No_prac
2020,NA,86.66666667,53.5,70,80,78.33333,70.83333,No_prac
2020,NA,NA,NA,NA,NA,NA,NA,No_prac
2020,NA,93.33333333,47.5,35,60,65.83333,64.02777,No_prac
2020,NA,80,73.75,90,85,71.66666,69.86111,No_prac
2020,NA,86.66666667,61,65,50,75,71.88888,No_prac
2020,NA,60,41.08333,60,55,52.5,61.52777,No_prac
2020,NA,80,58.83333,75,90,75,63.47222,No_prac
2020,NA,66.66666667,56.58333,60,60,75,77.77777,No_prac
2020,NA,93.33333333,98.75,85,100,65,96.66666,No_prac
2020,NA,80,42.16666,80,55,71.66666,70.27777,No_prac
2020,NA,93.33333333,77.33333,80,80,75,82.08333,No_prac
2020,NA,100,70,70,80,90,79.30555,No_prac
2020,NA,46.66666667,22.66666,45,15,27.5,61.38888,No_prac
2020,NA,46.66666667,61.75,50,60,0,56.80555,No_prac
2020,NA,60,82.83333,85,85,67.5,67.91666667,No_prac
2020,NA,66.66666667,45.41666,65,0,0,76.25,No_prac
2020,NA,80,91.33333,85,70,71.66666,80,No_prac
2020,NA,86.66666667,60.58333,90,70,58.33333,76.38888,No_prac
2020,NA,73.33333333,61.75,60,45,67.5,63.61111,No_prac
2020,NA,100,61.91666,75,80,80,77.91666,No_prac
2020,NA,73.33333333,61.83333,65,80,72.08333,59.30555,No_prac
2020,NA,73.33333333,83,75,60,80,77.36111,No_prac
2020,NA,80,62,90,70,95,76.38888,No_prac
2020,NA,100,67.66666,65,90,70,75.83333,No_prac
2020,NA,73.33333333,59.75,25,95,63.33333,60.86111,No_prac
2020,NA,86.66666667,84.08333,70,80,89.58333,62.63888,No_prac
2020,NA,66.66666667,49.25,65,85,75.41666,64.58333,No_prac
2020,NA,100,52.58333,85,65,65,67.77777,No_prac
2020,NA,80,42.08333,75,55,70,76.80555,No_prac
2020,NA,100,61.5,70,85,92.5,77.63888,No_prac
2020,NA,66.66666667,63.58333,70,50,88.33333,68.05555,No_prac
2020,NA,73.33333333,66.5,60,60,90,55.55555,No_prac
2020,NA,73.33333333,62.41666,75,85,85,68.19444,No_prac
2020,NA,86.66666667,58.83333,85,95,66.66666,71.66666,No_prac
2020,NA,86.66666667,49.25,75,50,88.75,70.86111,No_prac
2020,NA,73.33333333,43.83333,60,65,75,62.08333,No_prac
2020,NA,73.33333333,35.41666,45,50,68.33333,63.61111,No_prac
2020,NA,86.66666667,73.83333,65,75,76.66666,73.47222,No_prac
2020,NA,73.33333333,0,70,75,87.08333,57.02777,No_prac
2020,NA,NA,NA,NA,NA,NA,NA,No_prac
2020,NA,86.66666667,56.33333,70,85,71.66666,65.55555,No_prac
2020,NA,46.66666667,50.75,80,65,75,74.86111,No_prac
2020,NA,80,71.75,80,70,70,66.52777,No_prac
2020,NA,86.66666667,65.58333,65,80,75,63.47222,No_prac
2020,NA,13.33333333,55.16666,50,55,58.75,55.97222,No_prac
2020,NA,53.33333333,0,50,80,60.41666,61.61111,No_prac
2020,NA,53.33333333,0,0,0,0,57.08333,No_prac
2020,NA,66.66666667,0,55,65,0,50.97222167,No_prac
2020,NA,86.66666667,76.75,80,85,83.33333,75.83333,No_prac
2020,NA,73.33333333,50.25,75,65,55,60.30555,No_prac
2020,NA,66.66666667,41.33333,80,50,63.33333,56.94444,No_prac
2020,NA,46.66666667,28.91666,95,55,50,46.38888,No_prac
2020,NA,86.66666667,43.91666,75,65,45,51.38888,No_prac
2020,NA,73.33333333,53.16666,55,65,90.41666,73.61111,No_prac
2020,NA,100,71.33333,75,70,80,85.27777,No_prac
2020,NA,80,66.5,45,85,68.33333,80.41666,No_prac
2020,NA,66.66666667,61.5,90,95,51.25,76.61111,No_prac
2020,NA,0,0,0,0,65,0,No_prac
2020,NA,60,46.91666,0,65,0,58.19444,No_prac
2020,NA,46.66666667,48.08333,65,60,58.75,63.05555,No_prac
2020,NA,33.33333333,43.66666,75,50,60,80.69444,No_prac
2020,NA,80,37.16666,80,60,73.75,75.5,No_prac
2020,NA,80,44,65,70,71.25,74.44444,No_prac
2020,NA,93.33333333,62,80,70,78.75,67.36111,No_prac
2020,NA,66.66666667,33.83333,45,65,73.75,71.80555,No_prac
2020,NA,66.66666667,78.5,60,65,68.33333,61.11111,No_prac
2020,NA,93.33333333,84.08333,75,65,80,73.27777,No_prac
2020,NA,0,18.91666,0,0,0,43.33333,No_prac
2020,NA,73.33333333,NA,NA,NA,NA,NA,No_prac
2020,NA,93.33333333,70.83333,85,60,73.33333,84.58333,No_prac
2020,NA,60,63.25,60,55,72.91666,80.41666,No_prac
2020,NA,86.66666667,42.33333,85,65,63.33333,69.30555,No_prac
2020,NA,86.66666667,63.5,70,60,61.66666,66.38888,No_prac
2020,NA,73.33333333,43,50,40,80,55,No_prac
2020,NA,80,49.41666,0,0,61.25,78.69444,No_prac
2020,NA,80,67.41666,50,100,65,65.13888,No_prac
2020,NA,86.66666667,60.25,85,65,70.41666,77.77777,No_prac
2020,NA,60,64.41666,75,80,47.5,70.27777,No_prac
2020,NA,100,92,80,100,80,87.91666,No_prac
2020,NA,80,66.75,75,70,73.33333,70.83333,No_prac
2020,NA,86.66666667,71.33333,95,60,64.58333,79.86111,No_prac
2020,NA,66.66666667,49.08333,55,60,56.66666,55.27777,No_prac
2020,NA,80,79.25,95,80,75,91.80555,No_prac
2020,NA,93.33333333,70.5,95,80,75.41666,94.16666,No_prac
2020,NA,60,66.75,55,80,83.75,55.69444,No_prac
2020,NA,80,60.75,70,70,80,76.11111,No_prac
2020,NA,93.33333333,76.33333,80,95,80,65,No_prac
2020,NA,93.33333333,60.5,80,85,90,78.47222,No_prac
2020,NA,86.66666667,70.75,80,75,59.16666,80.27777,No_prac
2020,NA,60,43.08333,50,60,55,60.55555,No_prac